id,query,success,error
1844,"select comments_1.creationdate, postlinks_2.id, postlinks_2.relatedpostid, min( comments_1.contentlicense), postlinks_2.linktypeid from comments as comments_1 inner join postlinks as postlinks_1 on (comments_1.id = postlinks_1.id ) inner join postlinks as postlinks_2 inner join posts as posts_1 on (postlinks_2.id = posts_1.id ) on (postlinks_1.id = posts_1.id ) where posts_1.acceptedanswerid is not NULL group by comments_1.creationdate, postlinks_2.id, postlinks_2.relatedpostid, postlinks_2.linktypeid limit 17;",YES,""
1845,"select distinct votes_1.userid, votes_1.creationdate, votes_1.userid, votes_1.id, votes_1.userid, votes_1.postid, min( votes_1.userid), votes_1.creationdate, votes_1.votetypeid, votes_1.creationdate, votes_1.id, votes_1.postid, votes_1.id, votes_1.id, votes_1.creationdate from votes as votes_1 where votes_1.creationdate is not NULL group by votes_1.userid, votes_1.creationdate, votes_1.userid, votes_1.id, votes_1.userid, votes_1.postid, votes_1.creationdate, votes_1.votetypeid, votes_1.creationdate, votes_1.id, votes_1.postid, votes_1.id, votes_1.id, votes_1.creationdate limit 33;",YES,""
1846,"select postlinks_1.creationdate, postlinks_1.linktypeid from votes as votes_1 inner join postlinks as postlinks_1 on (votes_1.id = postlinks_1.id ) where votes_1.id is not NULL limit 42;",YES,""
1847,"select posts_1.ownerdisplayname, posts_1.contentlicense, posts_1.acceptedanswerid, posts_1.acceptedanswerid, posts_1.parentid, min( posts_1.ownerdisplayname), posts_1.owneruserid, min( posts_1.ownerdisplayname), posts_1.owneruserid, posts_1.tags from posts as posts_1 where posts_1.body is not NULL group by posts_1.ownerdisplayname, posts_1.contentlicense, posts_1.acceptedanswerid, posts_1.acceptedanswerid, posts_1.parentid, posts_1.owneruserid, posts_1.owneruserid, posts_1.tags limit 23;",YES,""
1848,"select users_2.aboutme, users_1.accountid, posthistory_1.userid, users_3.accountid, users_2.displayname, users_1.accountid, posthistory_1.userdisplayname from users as users_1 inner join posts as posts_1 inner join posthistory as posthistory_1 on (posts_1.id = posthistory_1.id ) inner join users as users_2 on (posts_1.id = users_2.id ) on (users_1.id = posthistory_1.id ) inner join users as users_3 on (posts_1.id = users_3.id ) where users_1.id >= posthistory_1.posthistorytypeid limit 33;",YES,""
1849,"select votes_1.creationdate, posthistory_1.posthistorytypeid, posthistory_1.postid, max( votes_1.userid) from votes as votes_1 inner join votes as votes_2 inner join posthistory as posthistory_1 on (votes_2.id = posthistory_1.id ) on (votes_1.id = votes_2.id ) where posthistory_1.postid is not NULL group by votes_1.creationdate, posthistory_1.posthistorytypeid, posthistory_1.postid limit 35;",YES,""
1850,"select posts_1.ownerdisplayname, postlinks_2.creationdate from postlinks as postlinks_1 inner join badges as badges_1 inner join users as users_1 on (badges_1.id = users_1.id ) inner join posts as posts_1 inner join users as users_2 on (posts_1.id = users_2.id ) on (badges_1.id = users_2.id ) inner join postlinks as postlinks_2 on (posts_1.id = postlinks_2.id ) inner join postlinks as postlinks_3 on (postlinks_2.id = postlinks_3.id ) on (postlinks_1.id = users_1.id ) where postlinks_1.id is not NULL limit 11;",YES,""
1851,"select comments_1.text, comments_1.contentlicense, users_1.displayname, users_1.profileimageurl, max( users_1.creationdate), count( users_1.profileimageurl), comments_1.id, min( users_1.profileimageurl) from users as users_1 inner join comments as comments_1 on (users_1.id = comments_1.id ) where comments_1.text = users_1.location group by comments_1.text, comments_1.contentlicense, users_1.displayname, users_1.profileimageurl, comments_1.id limit 22;",YES,""
1852,"select votes_1.id, votes_1.votetypeid, min( votes_1.creationdate), votes_1.id from votes as votes_1 where votes_1.postid is not NULL group by votes_1.id, votes_1.votetypeid, votes_1.id limit 30;",YES,""
1853,"select comments_1.id, comments_1.userdisplayname from comments as comments_1 where comments_1.id is not NULL limit 37;",YES,""
1854,"select posthistory_1.text, posthistory_1.revisionguid, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.text = posthistory_1.comment limit 20;",YES,""
1855,"select posts_1.body, posts_1.contentlicense, posts_1.title, posts_1.body, posts_1.body from posts as posts_1 where posts_1.creationdate < posts_1.creationdate limit 13;",YES,""
1856,"select sum( users_1.id), users_2.websiteurl, users_2.websiteurl from users as users_1 inner join users as users_2 on (users_1.id = users_2.id ) where users_1.id is not NULL group by users_2.websiteurl, users_2.websiteurl limit 3;",YES,""
1857,"select postlinks_1.relatedpostid, max( postlinks_1.creationdate), min( postlinks_1.creationdate), postlinks_1.linktypeid from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL group by postlinks_1.relatedpostid, postlinks_1.linktypeid limit 11;",YES,""
1858,"select distinct users_1.id, users_1.websiteurl, users_1.aboutme from users as users_1 where users_1.profileimageurl >= users_1.accountid limit 13;",YES,""
1859,"select users_1.location, users_1.location from users as users_1 where users_1.creationdate is not NULL limit 8;",YES,""
1860,"select max( posts_1.creationdate), posts_1.contentlicense, postlinks_1.relatedpostid, postlinks_1.creationdate, postlinks_1.creationdate, postlinks_2.relatedpostid, postlinks_2.creationdate, postlinks_1.creationdate, sum( postlinks_1.linktypeid) from posts as posts_1 inner join postlinks as postlinks_1 on (posts_1.id = postlinks_1.id ) inner join postlinks as postlinks_2 on (posts_1.id = postlinks_2.id ) where postlinks_2.relatedpostid is not NULL group by posts_1.contentlicense, postlinks_1.relatedpostid, postlinks_1.creationdate, postlinks_1.creationdate, postlinks_2.relatedpostid, postlinks_2.creationdate, postlinks_1.creationdate limit 6;",YES,""
1861,"select postlinks_2.creationdate, postlinks_1.relatedpostid from postlinks as postlinks_1 inner join postlinks as postlinks_2 on (postlinks_1.id = postlinks_2.id ) where postlinks_1.creationdate is not NULL limit 32;",YES,""
1862,"select posthistory_1.contentlicense, posthistory_1.text, posthistory_1.posthistorytypeid, max( posthistory_1.creationdate) from posthistory as posthistory_1 inner join users as users_1 inner join users as users_2 on (users_1.id = users_2.id ) inner join comments as comments_1 on (users_1.id = comments_1.id ) on (posthistory_1.id = comments_1.id ) where users_2.websiteurl is not NULL group by posthistory_1.contentlicense, posthistory_1.text, posthistory_1.posthistorytypeid limit 35;",YES,""
1863,"select comments_3.postid from comments as comments_1 inner join users as users_1 inner join comments as comments_2 on (users_1.id = comments_2.id ) inner join votes as votes_1 on (users_1.id = votes_1.id ) on (comments_1.id = comments_2.id ) inner join comments as comments_3 on (users_1.id = comments_3.id ) where users_1.id is not NULL limit 13;",YES,""
1864,"select posts_1.ownerdisplayname, posts_1.creationdate, min( posts_1.tags), posts_1.owneruserid, max( posts_1.body), posts_1.title, posts_1.owneruserid, posts_1.title, posts_1.tags, posts_1.id from posts as posts_1 where posts_1.parentid is not NULL group by posts_1.ownerdisplayname, posts_1.creationdate, posts_1.owneruserid, posts_1.title, posts_1.owneruserid, posts_1.title, posts_1.tags, posts_1.id limit 17;",YES,""
1865,"select badges_1.date, badges_1.userid, badges_1.id, max( badges_1.date), postlinks_1.relatedpostid, max( badges_1.name), postlinks_1.postid, badges_1.class, postlinks_1.creationdate, badges_1.name, postlinks_1.id from postlinks as postlinks_1 inner join badges as badges_1 on (postlinks_1.id = badges_1.id ) where badges_1.tagbased is not NULL group by badges_1.date, badges_1.userid, badges_1.id, postlinks_1.relatedpostid, postlinks_1.postid, badges_1.class, postlinks_1.creationdate, badges_1.name, postlinks_1.id limit 23;",YES,""
1866,"select posthistory_1.text, posthistory_1.postid, posthistory_1.id, posthistory_1.text, max( posthistory_1.contentlicense) from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL group by posthistory_1.text, posthistory_1.postid, posthistory_1.id, posthistory_1.text limit 16;",YES,""
1867,"select posthistory_1.text, comments_1.userid from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) where comments_1.id is not NULL limit 40;",YES,""
1868,"select badges_1.id, badges_1.name, votes_1.id from badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) where votes_1.votetypeid is not NULL limit 34;",YES,""
1869,"select postlinks_1.id from postlinks as postlinks_1 where postlinks_1.creationdate < postlinks_1.creationdate limit 20;",YES,""
1870,"select min( postlinks_1.creationdate), votes_1.userid, votes_1.creationdate, max( votes_1.creationdate), postlinks_1.postid, postlinks_1.linktypeid, min( votes_1.creationdate), votes_1.postid, postlinks_1.id, postlinks_1.id, votes_1.postid, votes_1.id, postlinks_1.creationdate, votes_1.id from votes as votes_1 inner join postlinks as postlinks_1 on (votes_1.id = postlinks_1.id ) where postlinks_1.id is not NULL group by votes_1.userid, votes_1.creationdate, postlinks_1.postid, postlinks_1.linktypeid, votes_1.postid, postlinks_1.id, postlinks_1.id, votes_1.postid, votes_1.id, postlinks_1.creationdate, votes_1.id limit 29;",YES,""
1871,"select users_1.creationdate, posts_1.acceptedanswerid, users_1.creationdate, users_1.accountid, users_1.accountid, posts_1.title, avg( users_1.accountid), users_1.displayname, users_1.aboutme, posts_1.id, users_1.displayname, users_1.profileimageurl, users_1.profileimageurl from posts as posts_1 inner join users as users_1 on (posts_1.id = users_1.id ) where posts_1.creationdate <= users_1.creationdate group by users_1.creationdate, posts_1.acceptedanswerid, users_1.creationdate, users_1.accountid, users_1.accountid, posts_1.title, users_1.displayname, users_1.aboutme, posts_1.id, users_1.displayname, users_1.profileimageurl, users_1.profileimageurl limit 23;",YES,""
1872,"select max( posts_1.creationdate) from posts as posts_1 where posts_1.ownerdisplayname is not NULL limit 13;",YES,""
1873,"select votes_1.votetypeid, comments_1.postid, comments_1.userdisplayname, votes_1.userid from comments as comments_1 inner join badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) on (comments_1.id = badges_1.id ) where badges_1.name is not NULL limit 26;",YES,""
1874,"select users_1.creationdate, sum( users_1.accountid), min( comments_1.contentlicense) from comments as comments_1 inner join users as users_1 inner join users as users_2 on (users_1.id = users_2.id ) on (comments_1.id = users_1.id ) where users_2.profileimageurl >= users_1.profileimageurl group by users_1.creationdate limit 42;",YES,""
1875,"select users_1.profileimageurl from users as users_1 where users_1.websiteurl <= users_1.displayname limit 18;",YES,""
1876,"select badges_1.id, min( badges_1.date), badges_1.date, badges_1.userid, badges_1.name, badges_1.name, badges_1.name, badges_1.date, badges_1.userid, badges_1.name from badges as badges_1 where badges_1.id is not NULL group by badges_1.id, badges_1.date, badges_1.userid, badges_1.name, badges_1.name, badges_1.name, badges_1.date, badges_1.userid, badges_1.name limit 18;",YES,""
1877,"select posthistory_1.postid, min( posthistory_1.text), posthistory_1.comment, posthistory_1.posthistorytypeid, posthistory_1.text, posthistory_1.contentlicense from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL group by posthistory_1.postid, posthistory_1.comment, posthistory_1.posthistorytypeid, posthistory_1.text, posthistory_1.contentlicense limit 32;",YES,""
1878,"select posts_1.owneruserid, posts_1.owneruserid, posts_1.ownerdisplayname, posts_1.tags from posts as posts_1 where posts_1.acceptedanswerid is not NULL limit 6;",YES,""
1879,"select posts_1.contentlicense, posts_1.creationdate, min( users_1.profileimageurl) from posts as posts_1 inner join postlinks as postlinks_1 on (posts_1.id = postlinks_1.id ) inner join votes as votes_1 inner join users as users_1 on (votes_1.id = users_1.id ) on (postlinks_1.id = users_1.id ) where posts_1.owneruserid is not NULL group by posts_1.contentlicense, posts_1.creationdate limit 12;",YES,""
1880,"select posts_1.contentlicense, posts_1.id from posts as posts_1 where posts_1.creationdate is not NULL limit 15;",YES,""
1881,"select users_1.websiteurl, users_1.id, users_1.location, min( users_1.aboutme), max( users_1.websiteurl), min( users_1.websiteurl) from users as users_1 where users_1.creationdate is not NULL group by users_1.websiteurl, users_1.id, users_1.location limit 37;",YES,""
1882,"select comments_1.text, posts_1.body, posts_1.ownerdisplayname, badges_1.class, posts_1.contentlicense, min( badges_1.userid), comments_1.id, posts_1.creationdate from posts as posts_1 inner join badges as badges_1 on (posts_1.id = badges_1.id ) inner join comments as comments_1 on (badges_1.id = comments_1.id ) where posts_1.tags is not NULL group by comments_1.text, posts_1.body, posts_1.ownerdisplayname, badges_1.class, posts_1.contentlicense, comments_1.id, posts_1.creationdate limit 29;",YES,""
1883,"select posts_1.id, count(*), posts_1.tags, posts_1.ownerdisplayname, posts_1.parentid from posts as posts_1 where posts_1.owneruserid is not NULL group by posts_1.id, posts_1.tags, posts_1.ownerdisplayname, posts_1.parentid limit 4;",YES,""
1884,"select postlinks_1.linktypeid, postlinks_1.linktypeid, min( postlinks_1.postid), postlinks_1.creationdate, postlinks_1.relatedpostid, postlinks_1.creationdate, max( postlinks_1.creationdate), postlinks_1.relatedpostid, max( postlinks_1.creationdate), postlinks_1.relatedpostid, postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.relatedpostid, postlinks_1.creationdate, max( postlinks_1.creationdate), postlinks_1.relatedpostid, postlinks_1.linktypeid, min( postlinks_1.creationdate), postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.creationdate < postlinks_1.creationdate group by postlinks_1.linktypeid, postlinks_1.linktypeid, postlinks_1.creationdate, postlinks_1.relatedpostid, postlinks_1.creationdate, postlinks_1.relatedpostid, postlinks_1.relatedpostid, postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.relatedpostid, postlinks_1.creationdate, postlinks_1.relatedpostid, postlinks_1.linktypeid, postlinks_1.creationdate limit 35;",YES,""
